"","vote_2020","gender","race","educd","state","age","dummy_vote","stateicp"
"1888","Donald Trump","male","white","Graduated college","WI","18 to 29",0,"wisconsin"
"1889","Joe Biden","male","white","Graduated high school","MI","45 to 55",1,"michigan"
"1890","Donald Trump","female","white","Didn't graduate college","CA","18 to 29",0,"california"
"1891","Donald Trump","male","white","Didn't graduate high school","PA","60 plus",0,"pennsylvania"
"1892","Joe Biden","female","white","Didn't graduate college","IL","30 to 44",1,"illinois"
"1893","Donald Trump","male","white","Graduated college","CO","30 to 44",0,"colorado"
"1894","Joe Biden","male","black/african american","Graduated college","OH","60 plus",1,"ohio"
"1895","Donald Trump","female","white","Didn't graduate high school","GA","60 plus",0,"georgia"
"1896","Joe Biden","male","other race, nec","Graduated high school","WA","30 to 44",1,"washington"
"1897","Donald Trump","male","white","Graduated college","TX","30 to 44",0,"texas"
"1898","Donald Trump","male","white","Graduated college","NJ","60 plus",0,"new jersey"
"1899","Donald Trump","male","white","Graduated high school","OH","45 to 55",0,"ohio"
"1900","Donald Trump","female","white","Didn't graduate college","OR","30 to 44",0,"oregon"
"1901","Joe Biden","male","white","Didn't graduate college","MN","30 to 44",1,"minnesota"
"1902","Donald Trump","male","white","Graduated college","MN","30 to 44",0,"minnesota"
"1903","Joe Biden","male","white","Didn't graduate high school","VT","30 to 44",1,"vermont"
"1904","Joe Biden","male","white","Graduated high school","FL","60 plus",1,"florida"
"1905","Donald Trump","female","american indian or alaska native","Graduated college","WA","60 plus",0,"washington"
"1906","Joe Biden","male","white","Graduated high school","IL","60 plus",1,"illinois"
"1907","Joe Biden","male","black/african american","Graduated high school","OH","45 to 55",1,"ohio"
"1908","Donald Trump","male","white","Graduated college","MI","60 plus",0,"michigan"
"1909","Joe Biden","male","white","Graduated high school","OR","60 plus",1,"oregon"
"1910","Donald Trump","male","white","Didn't graduate college","WA","60 plus",0,"washington"
"1911","Joe Biden","female","white","Graduated college","NY","60 plus",1,"new york"
"1912","Donald Trump","male","white","Graduated college","MN","30 to 44",0,"minnesota"
"1913","Joe Biden","male","black/african american","Graduated college","FL","45 to 55",1,"florida"
"1914","Donald Trump","female","white","Graduated college","NE","45 to 55",0,"nebraska"
"1915","Joe Biden","male","white","Graduated college","OH","45 to 55",1,"ohio"
"1916","Joe Biden","female","white","Graduated high school","CO","18 to 29",1,"colorado"
"1917","Joe Biden","female","other asian or pacific islander","Didn't graduate high school","CA","18 to 29",1,"california"
"1918","Joe Biden","female","other race, nec","Didn't graduate high school","MA","18 to 29",1,"massachusetts"
"1919","Joe Biden","male","white","Graduated college","WA","60 plus",1,"washington"
"1920","Joe Biden","female","black/african american","Didn't graduate college","MD","60 plus",1,"maryland"
"1921","Joe Biden","female","black/african american","Graduated college","TX","45 to 55",1,"texas"
"1922","Donald Trump","male","white","Graduated high school","ID","45 to 55",0,"idaho"
"1923","Donald Trump","male","white","Didn't graduate high school","OH","45 to 55",0,"ohio"
"1924","Joe Biden","female","white","Didn't graduate college","GA","45 to 55",1,"georgia"
"1925","Donald Trump","male","white","Graduated high school","GA","30 to 44",0,"georgia"
"1926","Joe Biden","female","black/african american","Didn't graduate college","TX","45 to 55",1,"texas"
"1927","Joe Biden","female","black/african american","Didn't graduate high school","NY","45 to 55",1,"new york"
"1928","Donald Trump","male","white","Graduated college","NJ","30 to 44",0,"new jersey"
"1929","Joe Biden","female","white","Graduated high school","MN","45 to 55",1,"minnesota"
"1930","Joe Biden","male","white","Graduated college","VA","45 to 55",1,"virginia"
"1931","Donald Trump","male","white","Graduated high school","IL","60 plus",0,"illinois"
"1932","Donald Trump","male","white","Graduated college","CA","45 to 55",0,"california"
"1933","Joe Biden","female","white","Didn't graduate high school","TX","18 to 29",1,"texas"
"1934","Donald Trump","female","white","Didn't graduate college","NY","60 plus",0,"new york"
"1935","Joe Biden","female","white","Graduated college","TX","45 to 55",1,"texas"
"1936","Joe Biden","female","black/african american","Graduated college","IL","60 plus",1,"illinois"
"1937","Joe Biden","male","white","Graduated college","FL","30 to 44",1,"florida"
"1938","Donald Trump","male","white","Graduated college","NJ","30 to 44",0,"new jersey"
"1939","Joe Biden","male","white","Graduated college","CA","60 plus",1,"california"
"1940","Donald Trump","female","white","Graduated college","VA","45 to 55",0,"virginia"
"1941","Joe Biden","female","white","Didn't graduate college","NC","30 to 44",1,"north carolina"
"1942","Donald Trump","female","white","Didn't graduate college","NY","45 to 55",0,"new york"
"1943","Joe Biden","male","other asian or pacific islander","Graduated college","HI","45 to 55",1,"hawaii"
"1944","Joe Biden","female","black/african american","Didn't graduate high school","SC","30 to 44",1,"south carolina"
"1945","Donald Trump","female","white","Graduated college","MS","30 to 44",0,"mississippi"
"1946","Joe Biden","male","black/african american","Graduated college","NC","60 plus",1,"north carolina"
"1947","Donald Trump","male","white","Graduated high school","MO","45 to 55",0,"missouri"
"1948","Donald Trump","female","white","Didn't graduate high school","KY","30 to 44",0,"kentucky"
"1949","Joe Biden","male","white","Graduated college","NY","30 to 44",1,"new york"
"1950","Joe Biden","female","other race, nec","Didn't graduate high school","NY","45 to 55",1,"new york"
"1951","Donald Trump","male","white","Graduated high school","IL","45 to 55",0,"illinois"
"1952","Donald Trump","male","white","Graduated college","NJ","60 plus",0,"new jersey"
"1953","Donald Trump","female","white","Didn't graduate college","CA","30 to 44",0,"california"
"1954","Donald Trump","female","white","Graduated high school","IL","30 to 44",0,"illinois"
"1955","Donald Trump","male","white","Didn't graduate college","FL","30 to 44",0,"florida"
"1956","Joe Biden","female","white","Graduated high school","FL","60 plus",1,"florida"
"1957","Donald Trump","male","white","Graduated college","NY","30 to 44",0,"new york"
"1958","Joe Biden","female","black/african american","Didn't graduate high school","CA","18 to 29",1,"california"
"1959","Joe Biden","male","white","Graduated college","VA","60 plus",1,"virginia"
"1960","Joe Biden","female","white","Graduated high school","KY","60 plus",1,"kentucky"
"1961","Donald Trump","female","white","Didn't graduate college","KS","60 plus",0,"kansas"
"1962","Joe Biden","female","white","Didn't graduate high school","NJ","45 to 55",1,"new jersey"
"1963","Joe Biden","female","white","Graduated college","FL","45 to 55",1,"florida"
"1964","Joe Biden","female","other race, nec","Didn't graduate high school","MD","45 to 55",1,"maryland"
"1965","Joe Biden","female","white","Graduated college","NE","45 to 55",1,"nebraska"
"1966","Joe Biden","male","white","Graduated college","NY","30 to 44",1,"new york"
"1967","Donald Trump","female","white","Didn't graduate college","MT","30 to 44",0,"montana"
"1968","Joe Biden","female","black/african american","Graduated college","GA","30 to 44",1,"georgia"
"1969","Donald Trump","female","white","Graduated college","FL","60 plus",0,"florida"
"1970","Joe Biden","female","white","Graduated college","WA","18 to 29",1,"washington"
"1971","Joe Biden","male","white","Graduated college","NJ","60 plus",1,"new jersey"
"1972","Joe Biden","male","other race, nec","Graduated high school","IL","30 to 44",1,"illinois"
"1973","Joe Biden","male","other asian or pacific islander","Didn't graduate college","IL","30 to 44",1,"illinois"
"1974","Joe Biden","female","black/african american","Graduated high school","OH","18 to 29",1,"ohio"
"1975","Joe Biden","female","white","Graduated college","NY","45 to 55",1,"new york"
"1976","Joe Biden","female","white","Didn't graduate high school","CO","18 to 29",1,"colorado"
"1977","Joe Biden","male","black/african american","Didn't graduate high school","NY","30 to 44",1,"new york"
"1978","Donald Trump","male","white","Graduated high school","MI","60 plus",0,"michigan"
"1979","Donald Trump","female","white","Graduated college","TX","30 to 44",0,"texas"
"1980","Joe Biden","male","white","Graduated college","CT","60 plus",1,"connecticut"
"1981","Joe Biden","female","white","Didn't graduate college","WV","18 to 29",1,"west virginia"
"1982","Donald Trump","male","white","Graduated college","NY","45 to 55",0,"new york"
"1983","Donald Trump","female","black/african american","Graduated high school","IN","30 to 44",0,"indiana"
"1984","Joe Biden","male","white","Graduated high school","AZ","18 to 29",1,"arizona"
"1985","Joe Biden","female","other asian or pacific islander","Graduated college","OH","18 to 29",1,"ohio"
"1986","Donald Trump","female","white","Didn't graduate high school","FL","30 to 44",0,"florida"
"1987","Joe Biden","female","white","Graduated high school","SD","18 to 29",1,"south dakota"
"1988","Donald Trump","female","white","Didn't graduate college","WI","18 to 29",0,"wisconsin"
"1989","Joe Biden","female","white","Didn't graduate college","OH","18 to 29",1,"ohio"
"1990","Joe Biden","female","white","Graduated high school","CA","60 plus",1,"california"
"1991","Joe Biden","male","white","Didn't graduate college","CA","18 to 29",1,"california"
"1992","Donald Trump","female","white","Graduated college","PA","30 to 44",0,"pennsylvania"
"1993","Joe Biden","female","white","Graduated college","FL","60 plus",1,"florida"
"1994","Joe Biden","female","white","Didn't graduate college","KY","18 to 29",1,"kentucky"
"1995","Joe Biden","female","white","Didn't graduate high school","KY","30 to 44",1,"kentucky"
"1996","Joe Biden","female","black/african american","Didn't graduate high school","NC","18 to 29",1,"north carolina"
"1997","Joe Biden","female","white","Graduated college","IA","30 to 44",1,"iowa"
"1998","Joe Biden","female","other race, nec","Graduated high school","CA","45 to 55",1,"california"
"1999","Donald Trump","female","white","Graduated college","SD","45 to 55",0,"south dakota"
"2000","Joe Biden","female","white","Graduated college","TX","60 plus",1,"texas"
"2001","Joe Biden","female","white","Graduated college","PA","30 to 44",1,"pennsylvania"
"2002","Joe Biden","female","white","Didn't graduate high school","NY","30 to 44",1,"new york"
"2003","Donald Trump","female","white","Graduated high school","SC","45 to 55",0,"south carolina"
"2004","Joe Biden","female","white","Graduated college","WI","30 to 44",1,"wisconsin"
"2005","Joe Biden","female","white","Graduated college","KY","30 to 44",1,"kentucky"
"2006","Joe Biden","female","white","Graduated college","PA","60 plus",1,"pennsylvania"
"2007","Donald Trump","female","white","Graduated college","KS","45 to 55",0,"kansas"
"2008","Joe Biden","female","white","Graduated college","NY","30 to 44",1,"new york"
"2009","Joe Biden","female","white","Graduated college","PA","45 to 55",1,"pennsylvania"
"2010","Joe Biden","female","white","Graduated college","IA","30 to 44",1,"iowa"
"2011","Joe Biden","male","white","Graduated college","NY","45 to 55",1,"new york"
"2012","Donald Trump","female","white","Graduated high school","TX","18 to 29",0,"texas"
"2013","Donald Trump","male","white","Graduated college","FL","30 to 44",0,"florida"
"2014","Joe Biden","female","white","Graduated college","TX","30 to 44",1,"texas"
"2015","Donald Trump","female","white","Didn't graduate college","KY","45 to 55",0,"kentucky"
"2016","Joe Biden","female","white","Didn't graduate college","PA","45 to 55",1,"pennsylvania"
"2017","Joe Biden","male","white","Graduated college","NY","30 to 44",1,"new york"
"2018","Donald Trump","female","white","Graduated college","DC","30 to 44",0,"district of columbia"
"2019","Joe Biden","male","black/african american","Graduated high school","GA","60 plus",1,"georgia"
"2020","Joe Biden","female","white","Didn't graduate college","MI","45 to 55",1,"michigan"
